Web ID,Region_of_Incident,Reported_Year,Number_Dead,Total_Dead_and_Missing
30746,Southeast Asia,2017,10,17
30741,North Africa,2017,2,2
30742,North Africa,2017,1,1
30738,Europe,2017,1,1
30739,Mediterranean,2017,5,5
30740,Mediterranean,2017,1,1
44013,US-Mexico Border,2017,,1
30730,Horn of Africa,2017,1,1
30731,North Africa,2017,7,7
30732,Sub-Saharan Africa,2017,9,9
30733,Sub-Saharan Africa,2017,3,3
30734,North Africa,2017,1,1
30735,North Africa,2017,1,1
30736,North Africa,2017,1,1
30737,North Africa,2017,2,2
30722,Horn of Africa,2017,1,1
30723,North Africa,2017,5,5
30724,North Africa,2017,2,2
30725,North Africa,2017,3,3
30726,Horn of Africa,2017,2,2
30727,North Africa,2017,10,10
30728,North Africa,2017,1,1
30729,North Africa,2017,32,32
43933,US-Mexico Border,2017,1,1
30717,Horn of Africa,2017,3,3
30718,US-Mexico Border,2017,1,1
30719,Horn of Africa,2017,1,1
30720,US-Mexico Border,2017,1,1
30721,US-Mexico Border,2017,1,1
43932,US-Mexico Border,2017,1,1
30712,North Africa,2017,4,4
30713,North Africa,2017,6,6
30714,North Africa,2017,1,1
30715,Central America,2017,1,1
30716,US-Mexico Border,2017,1,1
43930,US-Mexico Border,2017,1,1
30709,US-Mexico Border,2017,1,1
30710,North Africa,2017,3,3
30711,North Africa,2017,3,3
30706,Mediterranean,2017,1,1
30708,US-Mexico Border,2017,1,1
30694,Mediterranean,2017,4,176
30695,Mediterranean,2017,1,1
30696,Mediterranean,2017,,3
30697,Mediterranean,2017,8,15
30698,Mediterranean,2017,1,1
30700,North Africa,2017,1,1
30701,Horn of Africa,2017,2,2
30702,North Africa,2017,1,1
30703,North Africa,2017,1,1
30704,Europe,2017,1,1
30686,Mediterranean,2017,3,3
30687,US-Mexico Border,2017,1,1
30688,US-Mexico Border,2017,1,1
30689,US-Mexico Border,2017,1,1
30690,North Africa,2017,1,1
30691,North Africa,2017,3,3
30692,North Africa,2017,4,4
30693,North Africa,2017,2,2
30707,Mediterranean,2017,2,2
30684,Mediterranean,2017,14,14
30685,Central America,2017,1,1
30682,US-Mexico Border,2017,1,1
30683,US-Mexico Border,2017,1,1
30678,US-Mexico Border,2017,1,1
30679,Mediterranean,2017,1,1
30680,North Africa,2017,1,1
30681,North Africa,2017,1,1
30676,US-Mexico Border,2017,1,1
30677,US-Mexico Border,2017,1,1
30675,US-Mexico Border,2017,1,1
30670,US-Mexico Border,2017,1,1
30671,US-Mexico Border,2017,1,1
30672,US-Mexico Border,2017,1,1
30673,North Africa,2017,3,3
30674,North Africa,2017,2,2
30669,Europe,2017,2,2
30668,US-Mexico Border,2017,1,1
30663,North Africa,2017,3,3
30664,Mediterranean,2017,5,5
30665,Mediterranean,2017,3,3
30666,US-Mexico Border,2017,1,1
30667,Middle East,2017,2,2
30660,US-Mexico Border,2017,1,1
30661,Europe,2017,1,1
30662,US-Mexico Border,2017,1,1
30657,US-Mexico Border,2017,1,1
30658,Europe,2017,1,1
30659,Mediterranean,2017,1,1
30656,Mediterranean,2017,2,2
30705,Caribbean,2017,1,1
42442,US-Mexico Border,2016,18,18
42794,Central America,2016,12,12
43026,Mediterranean,2016,2,2
43654,US-Mexico Border,2016,18,18
43655,North Africa,2016,2,2
42819,Southeast Asia,2016,1,1
43653,US-Mexico Border,2016,1,1
42803,Europe,2016,3,3
42797,US-Mexico Border,2016,1,1
42815,Europe,2016,1,1
43652,Horn of Africa,2016,1,1
42795,Central America,2016,1,1
42823,Middle East,2016,3,3
43650,US-Mexico Border,2016,1,1
43651,Horn of Africa,2016,6,6
42788,Europe,2016,1,1
43025,Mediterranean,2016,1,1
42821,Europe,2016,1,1
43024,Mediterranean,2016,5,61
42798,Mediterranean,2016,1,58
42799,Mediterranean,2016,7,47
43649,US-Mexico Border,2016,1,1
42778,US-Mexico Border,2016,1,1
42801,Mediterranean,2016,7,7
43646,US-Mexico Border,2016,1,1
43647,North Africa,2016,3,3
43648,Horn of Africa,2016,1,1
43635,North Africa,2016,1,1
43636,North Africa,2016,2,2
43637,North Africa,2016,2,2
43638,North Africa,2016,2,2
43639,Sub-Saharan Africa,2016,12,12
43640,North Africa,2016,6,6
43641,North Africa,2016,3,3
43642,North Africa,2016,2,2
43643,US-Mexico Border,2016,1,1
43644,US-Mexico Border,2016,1,1
43645,US-Mexico Border,2016,1,1
42782,Mediterranean,2016,5,5
42791,Southeast Asia,2016,1,1
43618,North Africa,2016,2,2
43619,North Africa,2016,5,5
43620,North Africa,2016,1,1
43621,North Africa,2016,4,4
43622,North Africa,2016,3,3
43623,North Africa,2016,1,1
43624,Sub-Saharan Africa,2016,4,4
43625,North Africa,2016,5,5
43626,North Africa,2016,1,1
43627,North Africa,2016,1,1
43628,North Africa,2016,2,2
43629,Horn of Africa,2016,2,2
43630,US-Mexico Border,2016,1,1
43631,US-Mexico Border,2016,1,1
43632,North Africa,2016,2,2
43633,North Africa,2016,3,3
43634,North Africa,2016,1,1
43616,North Africa,2016,20,20
43617,Horn of Africa,2016,1,1
42809,Caribbean,2016,1,1
43613,North Africa,2016,1,1
43614,Horn of Africa,2016,1,1
43615,North Africa,2016,1,1
43607,North Africa,2016,5,5
43608,North Africa,2016,1,1
43609,North Africa,2016,2,2
43610,North Africa,2016,1,1
43611,US-Mexico Border,2016,1,1
43612,US-Mexico Border,2016,1,1
42818,Southeast Asia,2016,18,18
43605,Horn of Africa,2016,1,1
43606,Horn of Africa,2016,1,1
42789,Central America,2016,2,2
43022,Mediterranean,2016,,20
43598,Horn of Africa,2016,1,1
43599,North Africa,2016,1,1
43600,North Africa,2016,1,1
43601,North Africa,2016,2,2
43602,North Africa,2016,2,2
43603,US-Mexico Border,2016,1,1
43604,US-Mexico Border,2016,1,1
43019,Mediterranean,2016,2,2
43020,Mediterranean,2016,2,3
43021,Mediterranean,2016,,87
42783,Mediterranean,2016,6,6
43018,Mediterranean,2016,15,15
43597,Horn of Africa,2016,1,1
42768,Central America,2016,1,1
43017,Mediterranean,2016,8,8
43596,North Africa,2016,1,1
43015,Mediterranean,2016,1,1
43016,Mediterranean,2016,2,2
42784,Central America,2016,1,1
43014,Mediterranean,2016,10,10
43591,US-Mexico Border,2016,1,1
43592,North Africa,2016,1,1
43593,North Africa,2016,1,1
43594,North Africa,2016,2,2
43595,North Africa,2016,6,6
42770,Mediterranean,2016,2,2
42790,Central America,2016,1,1
42800,Mediterranean,2016,7,7
42852,Horn of Africa,2016,,20
43590,US-Mexico Border,2016,1,1
43013,Mediterranean,2016,5,5
42773,Southeast Asia,2016,26,30
42787,Mediterranean,2016,11,11
42812,Middle East,2016,4,4
42824,Middle East,2016,3,3
42779,Mediterranean,2016,2,2
43011,Mediterranean,2016,14,20
43012,Mediterranean,2016,4,4
43589,Horn of Africa,2016,4,4
42446,Europe,2016,2,2
43588,North Africa,2016,5,5
42748,Southeast Asia,2016,1,1
42786,Central America,2016,1,1
42804,Sub-Saharan Africa,2016,1,1
42817,Southeast Asia,2016,1,1
42883,US-Mexico Border,2016,6,6
43530,Central America,2016,1,1
42780,Central America,2016,1,1
43587,US-Mexico Border,2016,1,1
43584,US-Mexico Border,2016,1,1
43585,Horn of Africa,2016,1,1
43586,Horn of Africa,2016,1,1
42764,Mediterranean,2016,8,8
42771,Mediterranean,2016,1,1
42820,Central America,2016,1,1
42760,Europe,2016,1,1
42769,Mediterranean,2016,2,28
43034,Europe,2016,1,1
43582,US-Mexico Border,2016,1,1
43583,US-Mexico Border,2016,1,1
42755,Mediterranean,2016,7,7
43581,North Africa,2016,1,1
42750,Europe,2016,1,1
42759,US-Mexico Border,2016,1,1
42775,Europe,2016,1,1
43579,North Africa,2016,1,1
43580,North Africa,2016,1,1
43572,North Africa,2016,1,1
43573,North Africa,2016,2,2
43574,Horn of Africa,2016,1,1
43575,Horn of Africa,2016,2,2
43576,North Africa,2016,5,5
43577,North Africa,2016,2,2
43578,North Africa,2016,1,1
42854,South America,2016,1,1
43567,Horn of Africa,2016,1,1
43568,Horn of Africa,2016,1,1
43569,North Africa,2016,1,1
43570,North Africa,2016,2,2
43571,North Africa,2016,1,1
42745,Mediterranean,2016,6,9
43558,North Africa,2016,1,1
43559,Horn of Africa,2016,1,1
43560,North Africa,2016,1,1
43561,North Africa,2016,2,2
43562,North Africa,2016,3,3
43563,North Africa,2016,1,1
43564,North Africa,2016,2,2
43565,North Africa,2016,3,3
43566,North Africa,2016,2,2
42772,Central America,2016,1,1
43009,Mediterranean,2016,,25
43555,Horn of Africa,2016,2,2
43556,North Africa,2016,1,1
43557,US-Mexico Border,2016,1,1
42378,Europe,2016,1,1
42855,Mediterranean,2016,4,4
43008,Mediterranean,2016,7,103
43549,US-Mexico Border,2016,1,1
43550,US-Mexico Border,2016,1,1
43551,North Africa,2016,3,3
43552,North Africa,2016,2,2
43553,North Africa,2016,4,4
43554,North Africa,2016,2,2
42816,Southeast Asia,2016,3,3
42876,Mediterranean,2016,4,99
42746,Mediterranean,2016,,135
42751,Mediterranean,2016,5,6
42862,Mediterranean,2016,,3
43543,North Africa,2016,1,1
43544,Horn of Africa,2016,3,3
43545,North Africa,2016,4,4
43546,North Africa,2016,2,2
43547,North Africa,2016,1,1
43548,North Africa,2016,4,4
42793,US-Mexico Border,2016,1,1
42765,Central America,2016,1,1
43542,North Africa,2016,10,10
42762,Central America,2016,1,1
43007,Mediterranean,2016,4,26
43541,US-Mexico Border,2016,1,1
42822,Southeast Asia,2016,,5
43535,North Africa,2016,1,1
43536,North Africa,2016,1,1
43537,North Africa,2016,3,3
43538,North Africa,2016,1,1
43539,North Africa,2016,1,1
43540,North Africa,2016,2,2
42785,Caribbean,2016,,19
42851,Mediterranean,2016,1,1
42728,Mediterranean,2016,10,22
43006,Mediterranean,2016,1,1
42761,US-Mexico Border,2016,1,1
42910,Mediterranean,2016,1,1
43532,US-Mexico Border,2016,1,1
42777,Southeast Asia,2016,54,60
43004,Mediterranean,2016,,128
43003,Mediterranean,2016,12,111
43531,Horn of Africa,2016,2,2
42776,South America,2016,1,1
42802,Caribbean,2016,1,6
43528,North Africa,2016,7,7
43529,North Africa,2016,2,2
42813,Middle East,2016,1,1
43002,Mediterranean,2016,3,3
42839,Central America,2016,1,1
43001,Mediterranean,2016,2,6
43000,Mediterranean,2016,2,34
43527,US-Mexico Border,2016,1,1
42455,Europe,2016,1,1
42732,Mediterranean,2016,97,97
42749,Mediterranean,2016,9,10
42996,Mediterranean,2016,1,30
42997,Mediterranean,2016,,29
42998,Mediterranean,2016,6,10
42999,Mediterranean,2016,,10
42754,Mediterranean,2016,29,29
42995,Mediterranean,2016,1,1
43526,US-Mexico Border,2016,1,1
42726,US-Mexico Border,2016,2,2
43525,US-Mexico Border,2016,1,1
42734,Central America,2016,44,44
42741,US-Mexico Border,2016,1,1
42814,Europe,2016,1,1
42740,US-Mexico Border,2016,1,1
42993,Mediterranean,2016,1,1
42994,Mediterranean,2016,,30
43522,North Africa,2016,1,1
43523,US-Mexico Border,2016,1,1
42781,Central America,2016,1,1
42989,Mediterranean,2016,1,1
42990,Mediterranean,2016,3,3
42991,Mediterranean,2016,13,13
42992,Mediterranean,2016,4,14
43033,Horn of Africa,2016,14,14
43507,North Africa,2016,2,2
43508,North Africa,2016,30,30
43509,North Africa,2016,6,6
43510,Horn of Africa,2016,1,1
43511,North Africa,2016,3,3
43512,Horn of Africa,2016,1,1
43513,North Africa,2016,6,6
43514,North Africa,2016,5,5
43515,North Africa,2016,2,2
43516,North Africa,2016,12,12
43517,Horn of Africa,2016,5,5
43518,Sub-Saharan Africa,2016,1,1
43519,North Africa,2016,2,2
43520,Sub-Saharan Africa,2016,1,1
43521,Horn of Africa,2016,1,1
42713,Mediterranean,2016,5,9
42714,US-Mexico Border,2016,1,1
42735,Central America,2016,1,1
42806,US-Mexico Border,2016,1,1
43480,North Africa,2016,3,3
43502,US-Mexico Border,2016,1,1
43503,North Africa,2016,6,6
43504,North Africa,2016,2,2
43505,North Africa,2016,2,2
43506,North Africa,2016,2,2
42736,Europe,2016,1,1
42737,Caribbean,2016,,1
42738,Europe,2016,1,1
43498,Horn of Africa,2016,1,1
43499,Horn of Africa,2016,1,1
43500,North Africa,2016,1,1
43501,Horn of Africa,2016,1,1
43497,North Africa,2016,5,5
43494,Horn of Africa,2016,1,1
43495,Horn of Africa,2016,1,1
43496,Horn of Africa,2016,1,1
42718,Europe,2016,1,1
42743,Central America,2016,1,1
42880,Mediterranean,2016,,17
43486,US-Mexico Border,2016,1,1
43487,US-Mexico Border,2016,1,1
43488,US-Mexico Border,2016,1,1
43489,US-Mexico Border,2016,1,1
43490,North Africa,2016,1,1
43491,North Africa,2016,1,1
43492,Horn of Africa,2016,2,2
43493,Horn of Africa,2016,2,2
42721,US-Mexico Border,2016,1,1
42727,Europe,2016,1,1
42827,Mediterranean,2016,1,4
43485,US-Mexico Border,2016,1,1
42729,US-Mexico Border,2016,1,1
43474,US-Mexico Border,2016,1,1
43475,US-Mexico Border,2016,1,1
43476,Horn of Africa,2016,1,1
43477,North Africa,2016,30,30
43478,North Africa,2016,6,6
43479,Horn of Africa,2016,5,5
43481,North Africa,2016,3,3
43482,Horn of Africa,2016,6,6
43483,North Africa,2016,2,2
43484,North Africa,2016,2,2
42449,Europe,2016,1,1
42717,Central America,2016,1,1
42811,Europe,2016,1,1
42988,Mediterranean,2016,2,2
42724,Mediterranean,2016,1,1
43473,US-Mexico Border,2016,1,1
42987,Mediterranean,2016,3,3
43032,Horn of Africa,2016,10,10
42715,Central America,2016,,0
42716,Central America,2016,6,6
42875,Mediterranean,2016,28,28
42693,Mediterranean,2016,11,11
42712,Mediterranean,2016,10,10
42723,Mediterranean,2016,30,30
43029,Mediterranean,2016,1,1
43470,Horn of Africa,2016,1,1
43471,North Africa,2016,1,1
43472,North Africa,2016,1,1
43469,US-Mexico Border,2016,1,1
43468,Sub-Saharan Africa,2016,7,7
42766,South America,2016,1,1
43464,US-Mexico Border,2016,1,1
42882,Mediterranean,2016,7,27
42942,Middle East,2016,14,14
42441,Mediterranean,2016,18,18
42708,US-Mexico Border,2016,1,1
43463,US-Mexico Border,2016,1,1
42705,US-Mexico Border,2016,,1
42711,Europe,2016,1,1
42832,Horn of Africa,2016,1,1
43459,US-Mexico Border,2016,1,1
43460,Sub-Saharan Africa,2016,1,1
43461,Horn of Africa,2016,1,1
43462,Horn of Africa,2016,1,1
43457,US-Mexico Border,2016,1,1
43458,US-Mexico Border,2016,1,1
42687,Central America,2016,1,1
42710,Middle East,2016,1,1
42722,Caribbean,2016,5,20
42774,Central America,2016,1,1
42847,Central America,2016,1,1
42874,Mediterranean,2016,204,288
43455,North Africa,2016,7,7
43456,US-Mexico Border,2016,1,1
42702,Mediterranean,2016,1,1
43449,US-Mexico Border,2016,1,1
43450,US-Mexico Border,2016,1,1
43451,US-Mexico Border,2016,1,1
43452,North Africa,2016,2,2
43453,North Africa,2016,3,3
43454,North Africa,2016,1,1
42692,Europe,2016,1,1
42719,US-Mexico Border,2016,1,1
43442,North Africa,2016,2,2
43443,North Africa,2016,2,2
43444,North Africa,2016,1,1
43445,North Africa,2016,2,2
43446,North Africa,2016,1,1
43447,US-Mexico Border,2016,25,25
43448,US-Mexico Border,2016,1,1
43440,US-Mexico Border,2016,1,1
43441,Horn of Africa,2016,1,1
42700,South America,2016,8,8
42861,Europe,2016,1,1
42944,US-Mexico Border,2016,1,1
43439,Horn of Africa,2016,2,2
42691,Mediterranean,2016,1,1
43438,Horn of Africa,2016,1,1
42703,Mediterranean,2016,5,5
43437,US-Mexico Border,2016,1,1
43435,US-Mexico Border,2016,1,1
43436,US-Mexico Border,2016,1,1
42699,Central America,2016,1,1
43433,US-Mexico Border,2016,1,1
43434,US-Mexico Border,2016,1,1
42704,US-Mexico Border,2016,1,1
42873,Europe,2016,6,6
43432,US-Mexico Border,2016,1,1
42701,US-Mexico Border,2016,1,1
42706,Europe,2016,1,1
43430,North Africa,2016,1,1
43431,North Africa,2016,1,1
42683,Central America,2016,1,1
42698,South America,2016,2,2
42707,US-Mexico Border,2016,1,1
42986,Mediterranean,2016,4,4
43428,US-Mexico Border,2016,1,1
43429,US-Mexico Border,2016,1,1
42845,Europe,2016,1,1
43427,US-Mexico Border,2016,1,1
42665,Mediterranean,2016,7,7
42666,Mediterranean,2016,1,1
42667,Mediterranean,2016,7,7
42985,Mediterranean,2016,5,5
42678,US-Mexico Border,2016,1,1
42807,US-Mexico Border,2016,1,1
42936,US-Mexico Border,2016,1,1
42664,Mediterranean,2016,3,3
42696,Central America,2016,3,3
42697,US-Mexico Border,2016,1,1
43424,US-Mexico Border,2016,1,1
43425,US-Mexico Border,2016,1,1
43426,North Africa,2016,2,2
42679,Mediterranean,2016,1,1
43465,North Africa,2016,1,1
43466,North Africa,2016,1,1
43467,North Africa,2016,1,1
42654,US-Mexico Border,2016,6,6
42941,Mediterranean,2016,3,3
42984,Mediterranean,2016,1,1
43416,US-Mexico Border,2016,1,1
43417,North Africa,2016,2,2
42681,US-Mexico Border,2016,1,1
42694,Sub-Saharan Africa,2016,3,3
42983,Mediterranean,2016,2,2
42670,Central America,2016,1,1
42709,Central America,2016,1,1
42695,South America,2016,1,1
43415,US-Mexico Border,2016,1,1
42675,US-Mexico Border,2016,1,1
42682,Mediterranean,2016,1,1
42690,US-Mexico Border,2016,1,1
43414,US-Mexico Border,2016,1,1
42982,Mediterranean,2016,1,1
42872,Europe,2016,1,1
43413,US-Mexico Border,2016,1,1
42680,Mediterranean,2016,,7
42889,Middle East,2016,1,1
43412,US-Mexico Border,2016,1,1
42661,US-Mexico Border,2016,1,1
42850,Europe,2016,1,1
42660,Mediterranean,2016,1,3
43409,Sub-Saharan Africa,2016,1,1
43410,North Africa,2016,1,1
43411,US-Mexico Border,2016,1,1
42676,Central America,2016,1,1
43407,Sub-Saharan Africa,2016,1,1
43408,Sub-Saharan Africa,2016,3,3
42689,South America,2016,1,1
43404,North Africa,2016,2,2
43405,North Africa,2016,1,1
43406,North Africa,2016,2,2
42652,Mediterranean,2016,5,7
43402,North Africa,2016,3,3
43403,North Africa,2016,8,8
42656,Central America,2016,3,3
42658,Mediterranean,2016,,1
43400,Horn of Africa,2016,1,1
43401,North Africa,2016,7,7
42649,US-Mexico Border,2016,1,1
42650,Mediterranean,2016,1,1
42688,South America,2016,1,1
42980,Mediterranean,2016,1,1
42981,Mediterranean,2016,3,3
43398,North Africa,2016,2,2
43399,North Africa,2016,2,2
43396,North Africa,2016,2,2
43397,Horn of Africa,2016,1,1
42739,US-Mexico Border,2016,1,1
43394,North Africa,2016,2,2
43395,North Africa,2016,2,2
42669,Central America,2016,1,1
42653,Central America,2016,6,6
42829,Mediterranean,2016,,9
43391,North Africa,2016,1,1
43392,Horn of Africa,2016,2,2
43393,North Africa,2016,1,1
42629,US-Mexico Border,2016,1,1
42630,US-Mexico Border,2016,1,1
42659,US-Mexico Border,2016,1,1
43390,US-Mexico Border,2016,1,1
42643,US-Mexico Border,2016,1,1
42644,US-Mexico Border,2016,1,1
42810,US-Mexico Border,2016,1,1
42979,Mediterranean,2016,1,1
43388,US-Mexico Border,2016,1,1
43389,US-Mexico Border,2016,1,1
42634,Central America,2016,1,1
42657,US-Mexico Border,2016,1,1
43387,US-Mexico Border,2016,1,1
42673,US-Mexico Border,2016,1,1
43384,US-Mexico Border,2016,1,1
43385,US-Mexico Border,2016,1,1
43386,US-Mexico Border,2016,1,1
42646,US-Mexico Border,2016,1,1
43382,North Africa,2016,3,3
43383,US-Mexico Border,2016,1,1
42639,Central America,2016,2,2
42668,Central America,2016,2,2
42978,Mediterranean,2016,21,21
42621,Central America,2016,8,8
42626,US-Mexico Border,2016,1,1
42637,US-Mexico Border,2016,1,1
42662,Central America,2016,1,1
42663,Central America,2016,1,1
43378,North Africa,2016,6,6
43379,North Africa,2016,6,6
43380,US-Mexico Border,2016,1,1
43381,US-Mexico Border,2016,1,1
43418,North Africa,2016,3,3
43419,North Africa,2016,1,1
43420,North Africa,2016,5,5
43421,North Africa,2016,7,7
43422,North Africa,2016,1,1
43423,North Africa,2016,5,5
42619,Mediterranean,2016,1,1
42620,Mediterranean,2016,4,4
42976,Mediterranean,2016,120,120
42977,Mediterranean,2016,,0
43364,US-Mexico Border,2016,1,1
43365,US-Mexico Border,2016,1,1
42618,North Africa,2016,9,9
42647,US-Mexico Border,2016,1,1
42628,US-Mexico Border,2016,1,1
42640,US-Mexico Border,2016,1,1
42625,US-Mexico Border,2016,1,1
42645,US-Mexico Border,2016,1,1
42954,Europe,2016,1,1
42614,Central America,2016,1,1
42877,Europe,2016,1,1
43362,US-Mexico Border,2016,1,1
43363,US-Mexico Border,2016,1,1
43361,US-Mexico Border,2016,1,1
42612,Central America,2016,1,1
42616,US-Mexico Border,2016,1,1
42615,Central America,2016,1,1
42853,Southeast Asia,2016,15,26
43360,US-Mexico Border,2016,1,1
42623,Mediterranean,2016,3,10
42975,Mediterranean,2016,18,18
42627,US-Mexico Border,2016,1,1
42671,US-Mexico Border,2016,1,1
43358,North Africa,2016,2,2
43359,US-Mexico Border,2016,1,1
42401,Central America,2016,3,3
42607,Caribbean,2016,,2
42613,Europe,2016,1,1
42846,Central America,2016,,0
42871,Mediterranean,2016,22,22
43352,Horn of Africa,2016,1,1
43353,Horn of Africa,2016,1,1
43354,North Africa,2016,3,3
43355,North Africa,2016,2,2
43356,North Africa,2016,1,1
43357,US-Mexico Border,2016,1,1
42838,US-Mexico Border,2016,1,1
42870,Mediterranean,2016,1,1
43348,US-Mexico Border,2016,1,1
43349,US-Mexico Border,2016,1,1
43350,North Africa,2016,4,4
43351,North Africa,2016,1,1
42684,US-Mexico Border,2016,1,1
43346,Horn of Africa,2016,3,3
43347,North Africa,2016,3,3
43345,Horn of Africa,2016,1,1
42604,US-Mexico Border,2016,1,1
42622,US-Mexico Border,2016,1,1
43343,US-Mexico Border,2016,1,1
43344,North Africa,2016,1,1
42617,Central America,2016,1,1
42638,US-Mexico Border,2016,1,1
42752,US-Mexico Border,2016,1,2
42878,Horn of Africa,2016,4,4
43338,US-Mexico Border,2016,1,1
43339,US-Mexico Border,2016,28,28
43340,US-Mexico Border,2016,,0
43341,US-Mexico Border,2016,,0
43342,US-Mexico Border,2016,,0
42632,US-Mexico Border,2016,1,1
42686,Central America,2016,1,1
43336,North Africa,2016,6,6
43337,North Africa,2016,2,2
42591,Mediterranean,2016,4,7
43335,US-Mexico Border,2016,1,1
42599,Europe,2016,1,1
42869,Mediterranean,2016,4,4
42974,Mediterranean,2016,1,21
43330,US-Mexico Border,2016,1,1
43331,Sub-Saharan Africa,2016,1,1
43332,North Africa,2016,5,5
43333,North Africa,2016,1,1
43334,North Africa,2016,3,3
42589,Central America,2016,1,1
42608,US-Mexico Border,2016,1,1
42856,Caribbean,2016,,15
42857,Caribbean,2016,,0
42858,Caribbean,2016,,0
42859,Caribbean,2016,,0
43329,US-Mexico Border,2016,1,1
42609,East Asia,2016,1,3
43328,US-Mexico Border,2016,1,1
42624,Caribbean,2016,1,1
43323,North Africa,2016,4,4
43324,North Africa,2016,2,2
43325,North Africa,2016,3,3
43326,US-Mexico Border,2016,1,1
43327,US-Mexico Border,2016,1,1
42590,US-Mexico Border,2016,1,1
42592,US-Mexico Border,2016,1,1
42674,Mediterranean,2016,1,1
42863,US-Mexico Border,2016,1,1
43322,North Africa,2016,2,2
43319,US-Mexico Border,2016,1,1
43320,Horn of Africa,2016,1,1
43321,North Africa,2016,1,1
42593,US-Mexico Border,2016,1,1
43318,US-Mexico Border,2016,1,1
42603,Europe,2016,1,1
42825,Middle East,2016,1,1
43316,US-Mexico Border,2016,1,1
43317,US-Mexico Border,2016,1,1
42601,Mediterranean,2016,13,17
43314,US-Mexico Border,2016,1,1
43315,North Africa,2016,2,2
42672,US-Mexico Border,2016,,1
43366,North Africa,2016,1,1
43367,North Africa,2016,3,3
43368,North Africa,2016,1,1
43369,North Africa,2016,1,1
43370,North Africa,2016,1,1
43371,North Africa,2016,3,3
43372,North Africa,2016,1,1
43373,North Africa,2016,1,1
43374,North Africa,2016,2,2
43375,North Africa,2016,1,1
43376,North Africa,2016,1,1
43377,North Africa,2016,1,1
42595,Mediterranean,2016,10,10
42588,Central America,2016,1,1
43305,US-Mexico Border,2016,1,1
43304,US-Mexico Border,2016,1,1
43303,US-Mexico Border,2016,1,1
42973,Mediterranean,2016,1,1
42606,US-Mexico Border,2016,1,1
42951,Mediterranean,2016,6,6
42972,Mediterranean,2016,,17
43301,Sub-Saharan Africa,2016,2,2
43302,US-Mexico Border,2016,1,1
42631,Central America,2016,1,1
42879,Mediterranean,2016,1,1
43298,US-Mexico Border,2016,1,1
43299,US-Mexico Border,2016,1,1
43300,Sub-Saharan Africa,2016,1,1
42583,US-Mexico Border,2016,1,1
43296,North Africa,2016,9,9
42582,Middle East,2016,11,11
43289,Horn of Africa,2016,1,1
43290,Horn of Africa,2016,1,1
43291,North Africa,2016,1,1
43292,North Africa,2016,3,3
43293,North Africa,2016,2,2
43294,North Africa,2016,1,1
43295,North Africa,2016,5,5
43297,US-Mexico Border,2016,1,1
42540,Middle East,2016,8,8
42544,US-Mexico Border,2016,1,1
43288,North Africa,2016,6,6
42581,Middle East,2016,1,1
42730,US-Mexico Border,2016,1,1
42971,Mediterranean,2016,2,2
43284,North Africa,2016,1,1
43285,North Africa,2016,11,11
43286,Horn of Africa,2016,2,2
43287,North Africa,2016,4,4
